"site_number","lon","lat","date","presence"
11,-141.386452044836,62.6102395123404,2005-08-16,1
11,-141.386452044836,62.6102395123404,2005-08-17,0
11,-141.386452044836,62.6102395123404,2005-08-18,0
12,-142.475352161065,62.6559807221564,2005-08-11,1
12,-142.475352161065,62.6559807221564,2005-08-12,0
12,-142.475352161065,62.6559807221564,2005-08-13,1
12,-142.475352161065,62.6559807221564,2005-08-14,0
12,-142.475352161065,62.6559807221564,2005-08-15,0
12,-142.475352161065,62.6559807221564,2005-08-16,1
12,-142.475352161065,62.6559807221564,2005-08-17,0
12,-142.475352161065,62.6559807221564,2005-08-18,0
13,-142.28397163249,62.5390289090175,2005-08-11,0
13,-142.28397163249,62.5390289090175,2005-08-12,1
13,-142.28397163249,62.5390289090175,2005-08-13,1
13,-142.28397163249,62.5390289090175,2005-08-14,0
13,-142.28397163249,62.5390289090175,2005-08-15,1
13,-142.28397163249,62.5390289090175,2005-08-16,0
13,-142.28397163249,62.5390289090175,2005-08-17,1
13,-142.28397163249,62.5390289090175,2005-08-18,1
14,-142.006074050141,62.6484159602702,2005-08-11,1
14,-142.006074050141,62.6484159602702,2005-08-12,0
14,-142.006074050141,62.6484159602702,2005-08-13,1
14,-142.006074050141,62.6484159602702,2005-08-14,1
14,-142.006074050141,62.6484159602702,2005-08-15,1
14,-142.006074050141,62.6484159602702,2005-08-16,0
14,-142.006074050141,62.6484159602702,2005-08-17,0
14,-142.006074050141,62.6484159602702,2005-08-18,1
15,-141.4657315386,62.517359442399,2005-08-11,0
15,-141.4657315386,62.517359442399,2005-08-12,1
15,-141.4657315386,62.517359442399,2005-08-13,0
15,-141.4657315386,62.517359442399,2005-08-14,0
15,-141.4657315386,62.517359442399,2005-08-15,1
15,-141.4657315386,62.517359442399,2005-08-16,0
15,-141.4657315386,62.517359442399,2005-08-17,1
15,-141.4657315386,62.517359442399,2005-08-18,0
16,-142.17813583166,62.6002771143192,2005-08-11,0
16,-142.17813583166,62.6002771143192,2005-08-12,1
16,-142.17813583166,62.6002771143192,2005-08-13,1
16,-142.17813583166,62.6002771143192,2005-08-14,0
16,-142.17813583166,62.6002771143192,2005-08-15,0
16,-142.17813583166,62.6002771143192,2005-08-16,1
16,-142.17813583166,62.6002771143192,2005-08-17,0
16,-142.17813583166,62.6002771143192,2005-08-18,0
17,-142.366330967278,62.7288324792723,2005-08-11,1
17,-142.366330967278,62.7288324792723,2005-08-12,0
17,-142.366330967278,62.7288324792723,2005-08-13,0
17,-142.366330967278,62.7288324792723,2005-08-14,1
17,-142.366330967278,62.7288324792723,2005-08-15,1
17,-142.366330967278,62.7288324792723,2005-08-16,1
17,-142.366330967278,62.7288324792723,2005-08-17,1
17,-142.366330967278,62.7288324792723,2005-08-18,0
18,-141.350398633919,62.6035552134158,2005-08-11,1
18,-141.350398633919,62.6035552134158,2005-08-12,0
18,-141.350398633919,62.6035552134158,2005-08-13,0
18,-141.350398633919,62.6035552134158,2005-08-14,0
18,-141.350398633919,62.6035552134158,2005-08-15,0
18,-141.350398633919,62.6035552134158,2005-08-16,0
18,-141.350398633919,62.6035552134158,2005-08-17,1
18,-141.350398633919,62.6035552134158,2005-08-18,0
19,-142.038880817946,62.9148657628746,2005-08-11,0
19,-142.038880817946,62.9148657628746,2005-08-12,1
19,-142.038880817946,62.9148657628746,2005-08-13,0
19,-142.038880817946,62.9148657628746,2005-08-14,1
19,-142.038880817946,62.9148657628746,2005-08-15,1
19,-142.038880817946,62.9148657628746,2005-08-16,1
19,-142.038880817946,62.9148657628746,2005-08-17,0
19,-142.038880817946,62.9148657628746,2005-08-18,0
20,-141.359003043292,62.530789847721,2005-08-11,1
20,-141.359003043292,62.530789847721,2005-08-12,0
20,-141.359003043292,62.530789847721,2005-08-13,1
20,-141.359003043292,62.530789847721,2005-08-14,0
20,-141.359003043292,62.530789847721,2005-08-15,1
20,-141.359003043292,62.530789847721,2005-08-16,0
20,-141.359003043292,62.530789847721,2005-08-17,1
20,-141.359003043292,62.530789847721,2005-08-18,1
21,-142.05521199085,62.5515956014875,2005-08-11,0
21,-142.05521199085,62.5515956014875,2005-08-12,0
21,-142.05521199085,62.5515956014875,2005-08-13,1
21,-142.05521199085,62.5515956014875,2005-08-14,1
21,-142.05521199085,62.5515956014875,2005-08-15,0
21,-142.05521199085,62.5515956014875,2005-08-16,1
21,-142.05521199085,62.5515956014875,2005-08-17,1
21,-142.05521199085,62.5515956014875,2005-08-18,1
22,-141.988483963351,62.6775987466489,2005-08-11,1
22,-141.988483963351,62.6775987466489,2005-08-12,1
22,-141.988483963351,62.6775987466489,2005-08-13,1
22,-141.988483963351,62.6775987466489,2005-08-14,1
22,-141.988483963351,62.6775987466489,2005-08-15,0
22,-141.988483963351,62.6775987466489,2005-08-16,0
22,-141.988483963351,62.6775987466489,2005-08-17,1
22,-141.988483963351,62.6775987466489,2005-08-18,0
23,-142.168068278897,62.5364951300857,2005-08-11,1
23,-142.168068278897,62.5364951300857,2005-08-12,0
23,-142.168068278897,62.5364951300857,2005-08-13,0
23,-142.168068278897,62.5364951300857,2005-08-14,1
23,-142.168068278897,62.5364951300857,2005-08-15,0
23,-142.168068278897,62.5364951300857,2005-08-16,0
23,-142.168068278897,62.5364951300857,2005-08-17,0
23,-142.168068278897,62.5364951300857,2005-08-18,0
24,-141.730005950994,62.5749403490743,2005-08-11,0
24,-141.730005950994,62.5749403490743,2005-08-12,0
24,-141.730005950994,62.5749403490743,2005-08-13,1
24,-141.730005950994,62.5749403490743,2005-08-14,0
24,-141.730005950994,62.5749403490743,2005-08-15,1
24,-141.730005950994,62.5749403490743,2005-08-16,0
24,-141.730005950994,62.5749403490743,2005-08-17,0
24,-141.730005950994,62.5749403490743,2005-08-18,0
25,-142.220756282054,63.1328483225139,2005-08-11,0
25,-142.220756282054,63.1328483225139,2005-08-12,1
25,-142.220756282054,63.1328483225139,2005-08-13,1
25,-142.220756282054,63.1328483225139,2005-08-14,1
25,-142.220756282054,63.1328483225139,2005-08-15,0
25,-142.220756282054,63.1328483225139,2005-08-16,1
25,-142.220756282054,63.1328483225139,2005-08-17,0
25,-142.220756282054,63.1328483225139,2005-08-18,0
26,-142.67331325761,62.6656059251301,2005-08-11,0
26,-142.67331325761,62.6656059251301,2005-08-12,0
26,-142.67331325761,62.6656059251301,2005-08-13,0
26,-142.67331325761,62.6656059251301,2005-08-14,0
26,-142.67331325761,62.6656059251301,2005-08-15,0
26,-142.67331325761,62.6656059251301,2005-08-16,0
26,-142.67331325761,62.6656059251301,2005-08-17,1
26,-142.67331325761,62.6656059251301,2005-08-18,1
27,-142.424181864046,62.7090941925326,2005-08-11,0
27,-142.424181864046,62.7090941925326,2005-08-12,0
27,-142.424181864046,62.7090941925326,2005-08-13,1
27,-142.424181864046,62.7090941925326,2005-08-14,0
27,-142.424181864046,62.7090941925326,2005-08-15,0
27,-142.424181864046,62.7090941925326,2005-08-16,1
27,-142.424181864046,62.7090941925326,2005-08-17,0
27,-142.424181864046,62.7090941925326,2005-08-18,1
28,-142.096929896479,62.5753821659398,2005-08-11,1
28,-142.096929896479,62.5753821659398,2005-08-12,1
28,-142.096929896479,62.5753821659398,2005-08-13,1
28,-142.096929896479,62.5753821659398,2005-08-14,0
28,-142.096929896479,62.5753821659398,2005-08-15,0
28,-142.096929896479,62.5753821659398,2005-08-16,1
28,-142.096929896479,62.5753821659398,2005-08-17,1
28,-142.096929896479,62.5753821659398,2005-08-18,0
29,-141.202949482455,62.6929371402638,2005-08-11,1
29,-141.202949482455,62.6929371402638,2005-08-12,1
29,-141.202949482455,62.6929371402638,2005-08-13,0
29,-141.202949482455,62.6929371402638,2005-08-14,1
29,-141.202949482455,62.6929371402638,2005-08-15,0
29,-141.202949482455,62.6929371402638,2005-08-16,0
29,-141.202949482455,62.6929371402638,2005-08-17,0
29,-141.202949482455,62.6929371402638,2005-08-18,0
30,-141.647289776419,62.5875523844435,2005-08-11,0
30,-141.647289776419,62.5875523844435,2005-08-12,1
30,-141.647289776419,62.5875523844435,2005-08-13,1
30,-141.647289776419,62.5875523844435,2005-08-14,1
30,-141.647289776419,62.5875523844435,2005-08-15,0
30,-141.647289776419,62.5875523844435,2005-08-16,0
30,-141.647289776419,62.5875523844435,2005-08-17,0
30,-141.647289776419,62.5875523844435,2005-08-18,1
31,-142.279849215258,62.6661314273326,2005-08-11,1
31,-142.279849215258,62.6661314273326,2005-08-12,1
31,-142.279849215258,62.6661314273326,2005-08-13,0
31,-142.279849215258,62.6661314273326,2005-08-14,1
31,-142.279849215258,62.6661314273326,2005-08-15,1
31,-142.279849215258,62.6661314273326,2005-08-16,0
31,-142.279849215258,62.6661314273326,2005-08-17,1
31,-142.279849215258,62.6661314273326,2005-08-18,0
32,-142.004538480122,62.7165157153329,2005-08-11,1
32,-142.004538480122,62.7165157153329,2005-08-12,1
32,-142.004538480122,62.7165157153329,2005-08-13,0
32,-142.004538480122,62.7165157153329,2005-08-14,0
32,-142.004538480122,62.7165157153329,2005-08-15,0
32,-142.004538480122,62.7165157153329,2005-08-16,0
32,-142.004538480122,62.7165157153329,2005-08-17,0
32,-142.004538480122,62.7165157153329,2005-08-18,1
33,-141.754042115921,62.8469434483433,2005-08-11,0
33,-141.754042115921,62.8469434483433,2005-08-12,1
33,-141.754042115921,62.8469434483433,2005-08-13,0
33,-141.754042115921,62.8469434483433,2005-08-14,0
33,-141.754042115921,62.8469434483433,2005-08-15,1
33,-141.754042115921,62.8469434483433,2005-08-16,1
33,-141.754042115921,62.8469434483433,2005-08-17,1
33,-141.754042115921,62.8469434483433,2005-08-18,0
34,-142.256436886857,63.1466600277839,2005-08-11,0
34,-142.256436886857,63.1466600277839,2005-08-12,0
34,-142.256436886857,63.1466600277839,2005-08-13,0
34,-142.256436886857,63.1466600277839,2005-08-14,0
34,-142.256436886857,63.1466600277839,2005-08-15,1
34,-142.256436886857,63.1466600277839,2005-08-16,0
34,-142.256436886857,63.1466600277839,2005-08-17,1
34,-142.256436886857,63.1466600277839,2005-08-18,0
35,-141.963480458834,62.5690372130753,2005-08-11,1
35,-141.963480458834,62.5690372130753,2005-08-12,1
35,-141.963480458834,62.5690372130753,2005-08-13,0
35,-141.963480458834,62.5690372130753,2005-08-14,0
35,-141.963480458834,62.5690372130753,2005-08-15,0
35,-141.963480458834,62.5690372130753,2005-08-16,0
35,-141.963480458834,62.5690372130753,2005-08-17,1
35,-141.963480458834,62.5690372130753,2005-08-18,0
36,-141.0874463234,62.645215186266,2005-08-11,1
36,-141.0874463234,62.645215186266,2005-08-12,0
36,-141.0874463234,62.645215186266,2005-08-13,0
36,-141.0874463234,62.645215186266,2005-08-14,0
36,-141.0874463234,62.645215186266,2005-08-15,0
36,-141.0874463234,62.645215186266,2005-08-16,0
36,-141.0874463234,62.645215186266,2005-08-17,0
36,-141.0874463234,62.645215186266,2005-08-18,0
37,-141.208028411315,62.5888175666256,2005-08-11,0
37,-141.208028411315,62.5888175666256,2005-08-12,1
37,-141.208028411315,62.5888175666256,2005-08-13,1
37,-141.208028411315,62.5888175666256,2005-08-14,0
37,-141.208028411315,62.5888175666256,2005-08-15,1
37,-141.208028411315,62.5888175666256,2005-08-16,1
37,-141.208028411315,62.5888175666256,2005-08-17,0
37,-141.208028411315,62.5888175666256,2005-08-18,1
38,-141.737595540359,62.6563009214294,2005-08-11,0
38,-141.737595540359,62.6563009214294,2005-08-12,1
38,-141.737595540359,62.6563009214294,2005-08-13,1
38,-141.737595540359,62.6563009214294,2005-08-14,0
38,-141.737595540359,62.6563009214294,2005-08-15,0
38,-141.737595540359,62.6563009214294,2005-08-16,1
38,-141.737595540359,62.6563009214294,2005-08-17,1
38,-141.737595540359,62.6563009214294,2005-08-18,0
39,-141.123502372678,62.5064011629765,2005-08-11,0
39,-141.123502372678,62.5064011629765,2005-08-12,0
39,-141.123502372678,62.5064011629765,2005-08-13,0
39,-141.123502372678,62.5064011629765,2005-08-14,0
39,-141.123502372678,62.5064011629765,2005-08-15,0
39,-141.123502372678,62.5064011629765,2005-08-16,1
39,-141.123502372678,62.5064011629765,2005-08-17,0
39,-141.123502372678,62.5064011629765,2005-08-18,0
40,-142.315849449157,62.6116899944829,2005-08-11,0
40,-142.315849449157,62.6116899944829,2005-08-12,1
40,-142.315849449157,62.6116899944829,2005-08-13,1
40,-142.315849449157,62.6116899944829,2005-08-14,1
40,-142.315849449157,62.6116899944829,2005-08-15,1
40,-142.315849449157,62.6116899944829,2005-08-16,0
40,-142.315849449157,62.6116899944829,2005-08-17,0
40,-142.315849449157,62.6116899944829,2005-08-18,1
41,-142.768116539124,62.6360297412076,2005-08-11,1
41,-142.768116539124,62.6360297412076,2005-08-12,0
41,-142.768116539124,62.6360297412076,2005-08-13,0
41,-142.768116539124,62.6360297412076,2005-08-14,0
41,-142.768116539124,62.6360297412076,2005-08-15,0
41,-142.768116539124,62.6360297412076,2005-08-16,1
41,-142.768116539124,62.6360297412076,2005-08-17,0
41,-142.768116539124,62.6360297412076,2005-08-18,1
42,-141.100133597803,62.502986687108,2005-08-11,1
42,-141.100133597803,62.502986687108,2005-08-12,1
42,-141.100133597803,62.502986687108,2005-08-13,1
42,-141.100133597803,62.502986687108,2005-08-14,1
42,-141.100133597803,62.502986687108,2005-08-15,1
42,-141.100133597803,62.502986687108,2005-08-16,1
42,-141.100133597803,62.502986687108,2005-08-17,0
42,-141.100133597803,62.502986687108,2005-08-18,1
43,-141.527244485404,62.5161911599494,2005-08-11,0
43,-141.527244485404,62.5161911599494,2005-08-12,0
43,-141.527244485404,62.5161911599494,2005-08-13,1
43,-141.527244485404,62.5161911599494,2005-08-14,0
43,-141.527244485404,62.5161911599494,2005-08-15,1
43,-141.527244485404,62.5161911599494,2005-08-16,1
43,-141.527244485404,62.5161911599494,2005-08-17,1
43,-141.527244485404,62.5161911599494,2005-08-18,1
44,-141.088165767875,62.5312032110757,2005-08-11,1
44,-141.088165767875,62.5312032110757,2005-08-12,0
44,-141.088165767875,62.5312032110757,2005-08-13,0
44,-141.088165767875,62.5312032110757,2005-08-14,1
44,-141.088165767875,62.5312032110757,2005-08-15,1
44,-141.088165767875,62.5312032110757,2005-08-16,1
44,-141.088165767875,62.5312032110757,2005-08-17,0
44,-141.088165767875,62.5312032110757,2005-08-18,0
45,-141.66395942304,62.7344598733748,2005-08-11,0
45,-141.66395942304,62.7344598733748,2005-08-12,0
45,-141.66395942304,62.7344598733748,2005-08-13,0
45,-141.66395942304,62.7344598733748,2005-08-14,0
45,-141.66395942304,62.7344598733748,2005-08-15,1
45,-141.66395942304,62.7344598733748,2005-08-16,0
45,-141.66395942304,62.7344598733748,2005-08-17,1
45,-141.66395942304,62.7344598733748,2005-08-18,0
46,-142.187489087071,62.6901813679047,2005-08-11,0
46,-142.187489087071,62.6901813679047,2005-08-12,0
46,-142.187489087071,62.6901813679047,2005-08-13,0
46,-142.187489087071,62.6901813679047,2005-08-14,1
46,-142.187489087071,62.6901813679047,2005-08-15,0
46,-142.187489087071,62.6901813679047,2005-08-16,0
46,-142.187489087071,62.6901813679047,2005-08-17,1
46,-142.187489087071,62.6901813679047,2005-08-18,0
47,-142.592327576055,62.6725603343533,2005-08-11,0
47,-142.592327576055,62.6725603343533,2005-08-12,0
47,-142.592327576055,62.6725603343533,2005-08-13,1
47,-142.592327576055,62.6725603343533,2005-08-14,1
47,-142.592327576055,62.6725603343533,2005-08-15,0
47,-142.592327576055,62.6725603343533,2005-08-16,0
47,-142.592327576055,62.6725603343533,2005-08-17,1
47,-142.592327576055,62.6725603343533,2005-08-18,1
48,-142.615448611683,62.5924978074566,2005-08-11,0
48,-142.615448611683,62.5924978074566,2005-08-12,1
48,-142.615448611683,62.5924978074566,2005-08-13,0
48,-142.615448611683,62.5924978074566,2005-08-14,0
48,-142.615448611683,62.5924978074566,2005-08-15,1
48,-142.615448611683,62.5924978074566,2005-08-16,1
48,-142.615448611683,62.5924978074566,2005-08-17,1
48,-142.615448611683,62.5924978074566,2005-08-18,0
49,-141.717810243517,62.6403608934863,2005-08-11,1
49,-141.717810243517,62.6403608934863,2005-08-12,1
49,-141.717810243517,62.6403608934863,2005-08-13,1
49,-141.717810243517,62.6403608934863,2005-08-14,1
49,-141.717810243517,62.6403608934863,2005-08-15,1
49,-141.717810243517,62.6403608934863,2005-08-16,1
49,-141.717810243517,62.6403608934863,2005-08-17,0
49,-141.717810243517,62.6403608934863,2005-08-18,1
50,-141.206065405007,62.5743180464989,2005-08-11,1
50,-141.206065405007,62.5743180464989,2005-08-12,1
50,-141.206065405007,62.5743180464989,2005-08-13,1
50,-141.206065405007,62.5743180464989,2005-08-14,1
50,-141.206065405007,62.5743180464989,2005-08-15,0
50,-141.206065405007,62.5743180464989,2005-08-16,0
50,-141.206065405007,62.5743180464989,2005-08-17,0
50,-141.206065405007,62.5743180464989,2005-08-18,1
51,-141.496251695945,62.6763228980246,2005-08-11,0
51,-141.496251695945,62.6763228980246,2005-08-12,1
51,-141.496251695945,62.6763228980246,2005-08-13,0
51,-141.496251695945,62.6763228980246,2005-08-14,0
51,-141.496251695945,62.6763228980246,2005-08-15,1
51,-141.496251695945,62.6763228980246,2005-08-16,1
51,-141.496251695945,62.6763228980246,2005-08-17,1
51,-141.496251695945,62.6763228980246,2005-08-18,1
52,-141.902322729221,62.8000555137963,2005-08-11,0
52,-141.902322729221,62.8000555137963,2005-08-12,1
52,-141.902322729221,62.8000555137963,2005-08-13,1
52,-141.902322729221,62.8000555137963,2005-08-14,1
52,-141.902322729221,62.8000555137963,2005-08-15,1
52,-141.902322729221,62.8000555137963,2005-08-16,0
52,-141.902322729221,62.8000555137963,2005-08-17,1
52,-141.902322729221,62.8000555137963,2005-08-18,0
53,-142.055964460804,62.6764897862722,2005-08-11,0
53,-142.055964460804,62.6764897862722,2005-08-12,0
53,-142.055964460804,62.6764897862722,2005-08-13,1
53,-142.055964460804,62.6764897862722,2005-08-14,1
53,-142.055964460804,62.6764897862722,2005-08-15,1
53,-142.055964460804,62.6764897862722,2005-08-16,1
53,-142.055964460804,62.6764897862722,2005-08-17,0
53,-142.055964460804,62.6764897862722,2005-08-18,0
54,-141.297577773155,62.5495596944585,2005-08-11,0
54,-141.297577773155,62.5495596944585,2005-08-12,1
54,-141.297577773155,62.5495596944585,2005-08-13,0
54,-141.297577773155,62.5495596944585,2005-08-14,1
54,-141.297577773155,62.5495596944585,2005-08-15,0
54,-141.297577773155,62.5495596944585,2005-08-16,1
54,-141.297577773155,62.5495596944585,2005-08-17,1
54,-141.297577773155,62.5495596944585,2005-08-18,1
55,-142.420224983136,62.682485681554,2005-08-11,1
55,-142.420224983136,62.682485681554,2005-08-12,0
55,-142.420224983136,62.682485681554,2005-08-13,0
55,-142.420224983136,62.682485681554,2005-08-14,1
55,-142.420224983136,62.682485681554,2005-08-15,0
55,-142.420224983136,62.682485681554,2005-08-16,1
55,-142.420224983136,62.682485681554,2005-08-17,1
55,-142.420224983136,62.682485681554,2005-08-18,0
56,-141.946717569858,62.9064279761084,2005-08-11,1
56,-141.946717569858,62.9064279761084,2005-08-12,1
56,-141.946717569858,62.9064279761084,2005-08-13,1
56,-141.946717569858,62.9064279761084,2005-08-14,0
56,-141.946717569858,62.9064279761084,2005-08-15,0
56,-141.946717569858,62.9064279761084,2005-08-16,0
56,-141.946717569858,62.9064279761084,2005-08-17,1
56,-141.946717569858,62.9064279761084,2005-08-18,1
57,-142.148929115923,62.5501014966866,2005-08-11,1
57,-142.148929115923,62.5501014966866,2005-08-12,0
57,-142.148929115923,62.5501014966866,2005-08-13,0
57,-142.148929115923,62.5501014966866,2005-08-14,0
57,-142.148929115923,62.5501014966866,2005-08-15,1
57,-142.148929115923,62.5501014966866,2005-08-16,0
57,-142.148929115923,62.5501014966866,2005-08-17,0
57,-142.148929115923,62.5501014966866,2005-08-18,0
58,-141.806795966882,62.6458246733082,2005-08-11,1
58,-141.806795966882,62.6458246733082,2005-08-12,0
58,-141.806795966882,62.6458246733082,2005-08-13,1
58,-141.806795966882,62.6458246733082,2005-08-14,1
58,-141.806795966882,62.6458246733082,2005-08-15,1
58,-141.806795966882,62.6458246733082,2005-08-16,0
58,-141.806795966882,62.6458246733082,2005-08-17,1
58,-141.806795966882,62.6458246733082,2005-08-18,1
59,-142.472375889919,62.5535181577469,2005-08-11,0
59,-142.472375889919,62.5535181577469,2005-08-12,0
59,-142.472375889919,62.5535181577469,2005-08-13,0
59,-142.472375889919,62.5535181577469,2005-08-14,0
59,-142.472375889919,62.5535181577469,2005-08-15,1
59,-142.472375889919,62.5535181577469,2005-08-16,1
59,-142.472375889919,62.5535181577469,2005-08-17,1
59,-142.472375889919,62.5535181577469,2005-08-18,1
60,-142.177663495519,62.5390569698956,2005-08-11,1
60,-142.177663495519,62.5390569698956,2005-08-12,1
60,-142.177663495519,62.5390569698956,2005-08-13,1
60,-142.177663495519,62.5390569698956,2005-08-14,0
60,-142.177663495519,62.5390569698956,2005-08-15,0
60,-142.177663495519,62.5390569698956,2005-08-16,0
60,-142.177663495519,62.5390569698956,2005-08-17,0
60,-142.177663495519,62.5390569698956,2005-08-18,0
61,-142.2138973456,62.7049589646405,2005-08-11,0
61,-142.2138973456,62.7049589646405,2005-08-12,1
61,-142.2138973456,62.7049589646405,2005-08-13,1
61,-142.2138973456,62.7049589646405,2005-08-14,1
61,-142.2138973456,62.7049589646405,2005-08-15,0
61,-142.2138973456,62.7049589646405,2005-08-16,1
61,-142.2138973456,62.7049589646405,2005-08-17,1
61,-142.2138973456,62.7049589646405,2005-08-18,0
62,-142.466523382032,62.6984498874116,2005-08-11,0
62,-142.466523382032,62.6984498874116,2005-08-12,1
62,-142.466523382032,62.6984498874116,2005-08-13,1
62,-142.466523382032,62.6984498874116,2005-08-14,1
62,-142.466523382032,62.6984498874116,2005-08-15,0
62,-142.466523382032,62.6984498874116,2005-08-16,0
62,-142.466523382032,62.6984498874116,2005-08-17,1
62,-142.466523382032,62.6984498874116,2005-08-18,0
63,-142.106145409859,62.6124258436142,2005-08-11,0
63,-142.106145409859,62.6124258436142,2005-08-12,0
63,-142.106145409859,62.6124258436142,2005-08-13,0
63,-142.106145409859,62.6124258436142,2005-08-14,1
63,-142.106145409859,62.6124258436142,2005-08-15,1
63,-142.106145409859,62.6124258436142,2005-08-16,1
63,-142.106145409859,62.6124258436142,2005-08-17,1
63,-142.106145409859,62.6124258436142,2005-08-18,1
64,-141.697658126564,62.6093515490351,2005-08-11,0
64,-141.697658126564,62.6093515490351,2005-08-12,0
64,-141.697658126564,62.6093515490351,2005-08-13,0
64,-141.697658126564,62.6093515490351,2005-08-14,0
64,-141.697658126564,62.6093515490351,2005-08-15,1
64,-141.697658126564,62.6093515490351,2005-08-16,0
64,-141.697658126564,62.6093515490351,2005-08-17,1
64,-141.697658126564,62.6093515490351,2005-08-18,0
65,-141.625614575031,62.5451958229569,2005-08-11,0
65,-141.625614575031,62.5451958229569,2005-08-12,0
65,-141.625614575031,62.5451958229569,2005-08-13,1
65,-141.625614575031,62.5451958229569,2005-08-14,0
65,-141.625614575031,62.5451958229569,2005-08-15,0
65,-141.625614575031,62.5451958229569,2005-08-16,0
65,-141.625614575031,62.5451958229569,2005-08-17,0
